"","flight_id","site_veg","site_name","veg_type","file_path","object_name","sensor","date","mean_NDVI"
"27","LC080670112016062801T1-SC20200818085504","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.556806724518538
"28","LC080670112016062801T1-SC20200818085504","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.573754111925761
"29","LC080670112016062801T1-SC20200818085504","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.532854061573744
"30","LC080670112016062801T1-SC20200818085504","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.579425066709518
"31","LC080670112016062801T1-SC20200818085504","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.526136051863432
"32","LC080670112016062801T1-SC20200818085504","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016062801T1-SC20200818085504/LC08_L1TP_067011_20160628_20170222_01_T1_ndvi.tif","LC080670112016062801T1-SC20200818085504","Landsat8","2016-06-28",0.542206861078739
"33","LC080670112016071401T1-SC20200818085443","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.667849744359652
"34","LC080670112016071401T1-SC20200818085443","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.702349642912547
"35","LC080670112016071401T1-SC20200818085443","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.665024068206549
"36","LC080670112016071401T1-SC20200818085443","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.670590619246165
"37","LC080670112016071401T1-SC20200818085443","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.633563190698624
"38","LC080670112016071401T1-SC20200818085443","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.693004046877225
"39","LC080670112016071401T1-SC20200818085443","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.625783812254667
"40","LC080670112016071401T1-SC20200818085443","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080670112016071401T1-SC20200818085443/LC08_L1TP_067011_20160714_20170222_01_T1_ndvi.tif","LC080670112016071401T1-SC20200818085443","Landsat8","2016-07-14",0.646581962704659
"41","LC080680112016080601T1-SC20200818085457","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.688745588064194
"42","LC080680112016080601T1-SC20200818085457","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.70748672220442
"43","LC080680112016080601T1-SC20200818085457","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.68527452647686
"44","LC080680112016080601T1-SC20200818085457","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.675997599959373
"45","LC080680112016080601T1-SC20200818085457","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.661534238606691
"46","LC080680112016080601T1-SC20200818085457","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.714637741446495
"47","LC080680112016080601T1-SC20200818085457","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.654345493763685
"48","LC080680112016080601T1-SC20200818085457","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016080601T1-SC20200818085457/LC08_L1TP_068011_20160806_20170222_01_T1_ndvi.tif","LC080680112016080601T1-SC20200818085457","Landsat8","2016-08-06",0.658193234354258
"49","LC080680112016092301T1-SC20200818085534","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.425437224407991
"50","LC080680112016092301T1-SC20200818085534","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.445621407694287
"51","LC080680112016092301T1-SC20200818085534","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.436455549672246
"52","LC080680112016092301T1-SC20200818085534","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.444558667639891
"53","LC080680112016092301T1-SC20200818085534","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.438818283379078
"54","LC080680112016092301T1-SC20200818085534","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.476490053037802
"55","LC080680112016092301T1-SC20200818085534","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.458926314488053
"56","LC080680112016092301T1-SC20200818085534","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2016/LC080680112016092301T1-SC20200818085534/LC08_L1TP_068011_20160923_20170220_01_T1_ndvi.tif","LC080680112016092301T1-SC20200818085534","Landsat8","2016-09-23",0.443268058821559
"57","LC080660112017062401T1-SC20200818090231","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.515135145187378
"58","LC080660112017062401T1-SC20200818090231","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.540526292153767
"59","LC080660112017062401T1-SC20200818090231","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.503150964776675
"60","LC080660112017062401T1-SC20200818090231","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.526213521758715
"61","LC080660112017062401T1-SC20200818090231","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.487885789738761
"62","LC080660112017062401T1-SC20200818090231","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.570981991291046
"63","LC080660112017062401T1-SC20200818090231","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.496010050177574
"64","LC080660112017062401T1-SC20200818090231","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017062401T1-SC20200818090231/LC08_L1TP_066011_20170624_20170713_01_T1_ndvi.tif","LC080660112017062401T1-SC20200818090231","Landsat8","2017-06-24",0.532318472862244
"65","LC080660112017091201T1-SC20200818091807","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.441635903716087
"66","LC080660112017091201T1-SC20200818091807","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.449060795562608
"67","LC080660112017091201T1-SC20200818091807","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.440813146531582
"68","LC080660112017091201T1-SC20200818091807","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.450444445014
"69","LC080660112017091201T1-SC20200818091807","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.430571407079697
"70","LC080660112017091201T1-SC20200818091807","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.442420840263367
"71","LC080660112017091201T1-SC20200818091807","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.466102493306001
"72","LC080660112017091201T1-SC20200818091807","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080660112017091201T1-SC20200818091807/LC08_L1TP_066011_20170912_20170928_01_T1_ndvi.tif","LC080660112017091201T1-SC20200818091807","Landsat8","2017-09-12",0.444606850544612
"73","LC080670112017053001T1-SC20200818090053","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.346575699746609
"74","LC080670112017053001T1-SC20200818090053","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.356912963920169
"75","LC080670112017053001T1-SC20200818090053","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.350768037140369
"76","LC080670112017053001T1-SC20200818090053","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.366272168854872
"77","LC080670112017053001T1-SC20200818090053","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.370630752295256
"78","LC080670112017053001T1-SC20200818090053","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.378513569633166
"79","LC080670112017053001T1-SC20200818090053","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.407320786267519
"80","LC080670112017053001T1-SC20200818090053","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017053001T1-SC20200818090053/LC08_L1TP_067011_20170530_20170615_01_T1_ndvi.tif","LC080670112017053001T1-SC20200818090053","Landsat8","2017-05-30",0.381941957399249
"81","LC080670112017070101T1-SC20200818092419","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.605341921250025
"82","LC080670112017070101T1-SC20200818092419","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.634441296259562
"83","LC080670112017070101T1-SC20200818092419","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.590513039380312
"84","LC080670112017070101T1-SC20200818092419","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.603886147340139
"85","LC080670112017070101T1-SC20200818092419","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.571900445967913
"86","LC080670112017070101T1-SC20200818092419","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.634957080086072
"87","LC080670112017070101T1-SC20200818092419","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.562515217810869
"88","LC080670112017070101T1-SC20200818092419","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017070101T1-SC20200818092419/LC08_L1TP_067011_20170701_20170715_01_T1_ndvi.tif","LC080670112017070101T1-SC20200818092419","Landsat8","2017-07-01",0.588350109755993
"89","LC080670112017071701T1-SC20200818092422","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.66841858625412
